ID,TopGroup,SubGroup,treatment,Mean_Perc,se,Low_Perc,High_Perc,col,obs,n_study
17,aridity,0 - 10 cm,short term,7.37051302418182,2.19254379717867,5.17796922700315,9.56305682136049,orange,88,24
16,aridity,10 - 20 cm,short term,6.50726187244,2.72421899786109,3.78304287457892,9.23148087030109,orange,25,7
15,aridity,20 - 30 cm,short term,3.72143830956098,3.50610866049996,0.215329649061021,7.22754697006093,orange,41,11
14,aridity, 30+ cm,short term,-2.06068573708,3.90223021100429,-5.96291594808429,1.84154447392429,orange,25,8
13,,Duration Mean,short term,5.09691910728492,1.51879270188886,3.57812640539605,6.61571180917378,black,179,50
11,aridity,0 - 10 cm,medium term,11.8641349436471,4.36590734437413,7.49822759927293,16.2300422880212,orange,51,17
10,aridity,10 - 20 cm,medium term,-6.4954226718125,2.01056732244646,-8.50598999425896,-4.48485534936605,orange,16,5
9,aridity,20 - 30 cm,medium term,-1.37515217204348,3.78176247951421,-5.15691465155769,2.40661030747073,orange,23,8
8,aridity,30+ cm,medium term,7.26924804504348,5.84463727938393,1.42461076565955,13.1138853244274,orange,23,7
7,,Duration Mean,medium term,5.6345869420885,2.53063297487965,3.10395396720884,8.16521991696815,black,113,37
5,aridity,0 - 10 cm,long term,0.811149880600001,5.71926325277719,-4.90811337217719,6.53041313337719,orange,40,5
4,aridity,10 - 20 cm,long term,44.07742564,10.4550261750694,33.6223994649306,54.5324518150694,orange,7,2
3,aridity,20 - 30 cm,long term,10.484208912,5.58064634947994,4.90356256252007,16.0648552614799,orange,20,2
2,aridity,30+ cm,long term,53.19434372,0,53.19434372,53.19434372,orange,3,1
1,,Duration Mean,long term,10.1465026300571,4.21988025588966,5.92662237416748,14.3663828859468,black,70,10
